"rating","text","class_label"
10,"This movie is everything the fans of the video game franchise could have wanted. The cast were all so spot on in their portrayals of each character, they were exactly how they are in the games.You do really need to know a basic background about this movie before watching it, as it doesn't leave you any time to figure things out! I would advise non-fans of the video game to do a wee search beforehand on the basic story.It's still an amazing action movie if you're not interested in the backstory, just turn off your brain a bit & don't expect your question answered too well.The guys behind the movie have made it for the fans, so that is why you're expected to know a certain amount of the lore.Only thing close to a ""bad thing"" I can say that is wrong with this is that it could have been longer! But to be fair, if it had been 4 hours I would probably have still wanted it longer! I understand they are setting up a good few sequels (sooooo happy about that) so they didn't want all their eggs in one basket, so to speak. They will be spreading all the different stories out over a few movies I reckon & I cannot wait for it.As a fan, this was everything I had wanted in a movie adaptation. The gore, the ACTORS, the fight scenes, the story - it was all perfect. I cannot wait to see how this franchise expands in the coming years.10/10 best fight sequence type film I have seen since the Matrix. You can really tell the people who made the movie are actual true fans of the Mortal Kombat universe & it makes a massive difference.","positive"
6,"I enjoyed the first part of the movie, however the pacing and acting ability of the some of the actors did not impress me. Guy who played Kano did a great job!","negative"
1,"One of the worst movies I have watched based on a video game bad writting bad directing only the actors tried but couldn't save it lol.","negative"
1,"I kept thinking to myself how amateurish this was, and so I looked up the director. This is his first feature film, with no other credits to his name.But it's not entirely on him that this is an uninteresting flop. The writing is bad, and the characters are completely unconvincing.Seeing everyone dressed up in their outfits reminded me of The Guyver or more likely, the bad guys from the Power Rangers.This movies is unwatchable and should have never been made.","negative"
1,"Sorry to say but the fight scene its so horrible choreographed and horrible edits. Too much cut and the movement of fight was slow. For example, Sonya vs Milenna. I thought this movie will look like The Raid movie cause Joe Taslim was in it. But after I watched this movie, Im really disappointed. The physics are incorrect in this movie. Like look at Milenna jump. Look like it on strings. Sonya walking on the wall also look like it on strings like Mulan movie.","negative"
4,"I don't want to criticize someone's work but the loyal to the game bits and trademark shout outs aren't enough to excuse the non existent character development and undeniably problematical fast moving plot that doesn't stop long enough even once for you to care about anyone or anything that is happening at any time...The non-stop over the top comedic relief of Kano which immediately signaled to me the movie wasn't to be taken seriously, I soon realized was going to be the ""best"" part of poor film. That combined with the brutality, and the attempt to connect you to the protagonists, this film has no idea what it wants to be and unfortunately succeeds at being nothing.The first and last fight sequences are the only two you can tell any effort was made and they themselves end up passable but are swallowed in the shadow of forgettable and even cringe-worthy plot execution. I can't tell if the acting was just terrible b-rate or the unforgivable pacing just made it seem as so.I'm a fan of the games and, for nostalgia reasons the original movie. The latter I know wasn't necessarily a good film but honestly it was paced, choreographed, plotted, and executed better than this film... and embarrassingly overall may have even had better special effects. Even the CGI was poorly done in this new film.The highish rating of this film is undoubtedly the product of a long wait for many fans and in a few months probably around 80% of people will come back to this and amend their opinions because this IS NOT a good movie. No amount of hopes, dreams, ignorance or optimism can protect it from that. I just finished the film an hour ago and already i forget half of it, and that's barely an exaggeration...","negative"
8,"Was it the greatest movie? No. Did it surpass the original? No. Did it surpass Annihilation? Absolutely 10000%. That being said it stayed relatively similar to the lore stuck out as not just another movie with overly excessive gore. It was fun and easily one or two rungs below the first one. Would love to see sequels.","positive"
1,"I have very mixed feelings after watching this. It had some really cool costumes and some fights were cool, but most fights felt really meh tbh. In my opinion 1995 movie had actually better fights and i'm not even die hard 1995 version fan. Also leaving Johnny Cage out of the movie because he is white makes no sense. Specially if reasoning is that they were going for more Asian feel. But that doesn't make any sense. Kano is white, Sonya is white, Jax is black. How do they fit more into Asian theme? If anything, it would have been easier to leave out Sonya, because Sonya has never been as popular as Johnny Cage. Sonya has always been boringly serious character, with no interesting personality.","negative"
1,"Again
I am asking ? Some youtuber made this movie ?Previous movie was better... surely new graphics are good but i like former cast more especially lord raiden ....","negative"
10,"I was a teen when MK came out, played nearly every game and seen the original movies. I don't understand how people can honestly give a subpar review. This is 100x better than the original movies. People can be too critical for their own good. I can watch this over and over and I hope they make the sequel dispute these uppity reviewers and critics.","positive"
1,"People seem made up of tomato sauce, the story is weak and effects are bad. It feels like a bad movie from the 90's.","negative"
6,"Some points, on what I would have done differently, and hopefully the suquel addresses. (spoilers incoming)1. No need to rationalize everything for the audience. The audience knows the deal already. Certainly no need for a new character (the audience's representative) who isn't miles cooler than tons of existing characters. Instead, add a pinch of humor to the thing. 1995 movie was far from perfect, but it gave us iconic moments like Raiden's ""I don't think so"" or anything with Shang Tsung. Whereas 2021's Raiden and Shang Tsung came off as ''replacements''. That said Kano's writing was good, much funnier than other action films' comic relief characters usually are.2. The editing in the fights must be very light and long. The one core value of a movie like this is choreography, it must be front and center. Bourne type editing takes away the USP.3. Do away with that mediocre forgettable orchestral score! Infuse the fights with some drive, give it some tasteful techno. In some other cases, ethereal ambient (oriental) would have totally worked too. Like during the ancient warriors' clash.4. Scenery lacks in the film. I hope it was a budget constraint which will be eliminated for the sequel.Bonus: 1995's ninja reptile was incomparably cooler than the big lizard here. That was the best fight in the older film in fact.Bonus 2: Goro deserved better.","negative"
4,"The same thing like the mortal Kombat before it lacks story the fighting was okay the graphics were awesome
It felt Rush.","negative"
1,"Childish and boring in every way... Every aspect of this was just awful! Why even bother to make garbage like this? Puzzling...","negative"
1,"I'm glad I grew up with the games and the MK 1995 & 1997 Movies. I was waiting for so long and this movie is a total dissapointment for such a fan like me. Instead of enjoying while watching it made me feel angry. No music, no excitement, no vibe... It is a Kombo of MK Scorpion's Revenge (2020), MK Annihilation (1997)'s Dragon marks and MK 1995's ideas all used but gone wrong. Movie that could be liked only by Kids but not by HardKore Fans who know the KlassiKs!","negative"
10,"This was great, being a massive fan of the games I knew this was going to be good. They got details right, the perfect amount of blood, the story was intriguing, I dont understand all the negative reviews as I thought this was amazing from start to finish. This film is the type you gotta see if you're a die hard fan of the games, I didnt think I'd enjoy it as much as I did, im very glad I checked it out.Such an experience its a shame the cinemas wasn't open, highly recommend this to fans and non fans.","positive"
7,"Don't expect a good movie. Just to spend time you can watch.","positive"
5,"I appreciated some aspects of the film. Sub-Zero and Raiden I thought were great. Still like the previous ones better. Otherwise I felt alot of the characters were bland. Too much attetion to some characters like Kano who I felt talked too much took too much time and again original character was better. Some scenes just overdrawn or not necessary. It makes me want to view the original again. Why was Raiden so different? Some characters like Johnny Cage missing and others added like other reviewers stated like maim character not good. I agree should of been centered around johny cage or liu kang. It is still watchable. It was one of the better 2020-2021 movies so far as they have been very few anf far in between.","negative"
3,"This movie was more concerned with setting up a franchise than telling an entertaining story. The violence was great when it was there, but for long stretches I was bored. BORED! In a Mortal Kombat movie! How do you mess up a movie about a martial arts tournament with supernatural powers. They didn't even have a tournament! LONG stretches of people talking about finding their powers. BORING. And I'm down for a high brow serious reboot if it works. This did not work, they didn't even try to make it work. It was obviously written as a pg13 teen movie, and made the decision to make it R afterwards. Rather than making the plot mode adult they added blood. It's awful.Seriously, rent the original. This is a waste. A waste of money, time and an opportunity to reboot this franchise.","negative"
3,"The plot is a chronological order of the various events sent by an author (in the movies this is reflected in the script). It's the plot that makes this movie such a disaster. The film does not know how to unfold neither in the sub zero vs Scorpion rivality nor in the one carried out in the tournament.Every film must start from a script and this must tell the story sequentially and logically. When making a film of this type (video game of platforms fighting), emphasis must be placed on the actors, in this case the characters that intervene in the work and the reason for their existence. Higher than the recent one) the screenwriter took good care of the introduction of the characters and their performance in the film. For many sub zero is the most popular of MK, although it does not necessarily mean that it is the star. Not even Scorpions himself is. So the writers and the direction have to make the participation of the characters in the film minimally dignified and representative, whether these villains or not. Ex Reptile vs. Liu kan in MK part 1 (1995) that combat was epic, although Liu Kan was the winner, those who used to use Repitel in the arcades, I'm sure they were satisfied. Did you see the pathetic reptile in this new version? Makes you want to vomit. And that's just one example, I could give you more but I think the point is clear, right? The early versions of MK movie are better than the recent.","negative"
2,"I gave it 2 stars for Joe Taslim and Hiroyuki Sanada. They are the only thing decent about this movie. Now to go into depth.SPOILER WARNING:I am not going to hold back since I have been a die hard Mortal Kombat fan since I played Mortal Kombat in arcade as a kid. I have played every single game since. The movie does Subzero justice with Bi-Han because he is a ruthless killer and it shows. The production team thought they were justified in creating another character with Cole played by a still piece of wood that is another cliche ""Chosen one"" who honestly made me pray that he would get murdered every time I saw him fight but unfortunately never happened. They also included some of the most ridiculous characters in Mortal Kombat such as Reiko and Nitara who are honestly so annoying that when they were on the receiving ends of a fatality, I laughed. Now we go onto the awful acting of Shang Tsung which I honestly felt like the actor playing him was so boring that I thought he was reading off a teleprompter. But let me get onto the dumbest aspect and it's the story. They play off Cole as this chosen one who was a descendant of scorpion and even the two main heroes in the Mortal Kombat games Liu Kang and Raiden, takes a backseat to this Hollywood garbage can known only as Cole. This whole story of ""Arcana"" nonsense is just so stupid and it completely ruins the integrity of the Mortal Kombat games. But the fatalities are fun though so if you like blood and fighting, then yeah just fast forward through any dialog and just watch the fights.","negative"
4,"The 1995 movie was way better lol, this one just didnt do anything for me. It felt like it was directed by a 9 year old.","negative"
10,"This new Mortal Kombat is far better than the all old Mortal Kombat films together, is the perfect Mortal Kombat movie we are waiting for!! Flawless Victory!! =D.","positive"
3,"Felt like a mid budget action flick,
Couldn't like the characters except for Sonya, ( cause of her hotness). The R rating was a good touch though.","negative"
4,"The movie was well worth an HBOMax watch. It would not have been, to me, worth a ticket price for each of the family.The action was rigid on all but scenes involving Subzero (oddly) as well as the acting B movie level. I think Kano stole the show, per unique, fullness, and captivating in the performance. Seriously were it not for Kano this would be a 3 as far as I can see it.","negative"
3,"Story is dumb.Acting is bad (except Kano), most fights are ok.First and the final fights are the best part of the movie, everything else is boring and pointless.If you are watching it on your tv or your computer just fast forward to the fights, the rest is waste of time!","negative"
1,"Corny, terrible writing. Original mortal kombat movie has always been in my top 5. The new one tried to fit short back stories into one movie in the cornies, cliche script. Alongside subpar acting. Have been looking forward to a remake of this movie for so long. Couldn't be any more disappointed.","negative"
2,"This is not a movie. There are only mixed scenes. I don't understand why everyone is trying to make up marvel stories in movie with basically spines sticking out.","negative"
4,"Please hire a director who knows how to direct martial arts!!! And actors who actually know how to fight, then you wouldnt need a Million cuts per punch to make it look at least passable... And why the f..... do you guys always have to rewrite stuff that worked before, we didn't need Cole, we didn't need the rewrite of the characters origin story's, the 90s movie worked better in this regard. The sets and CGI looked also were so incredibly bad, that YouTube series actually looked better then this, You really couldn't afford other locations then a papier-mâché cave and some landfills?!Im a giant fan of the games and just can say, if you want to experience cool mortal kombat story's, play Mortal Kombat IX, X and 11. At least the people at NR actually know how punches and kicks are supposed to look like.","negative"
1,"This is an incoherent mess. It's awful. And the cheap one liners from the game, come on. That's just bad writing.","negative"
2,"Gave it a two for the special effects. The rest is chaotic trash with random events. No tournament, horrible dialogue, and an attempt at a story. See the original movie if your looking for true mortal kombat.","negative"
8,"One of the few films, made after the game,that did not deviate from story while retaining the essence.The acting was surprisingly good, the characters well presented.For me, the most important aspect of the film was the fighting,and they did it very well. And u get fatality + flawless victory just lake in the game.All in all, if you are a fan of MK you will not be disappointed.","positive"
1,"Being a big mortal kombat fan.... I must say this movie is no no.....apart from some of the fight scenes.... Not a single scene is worth ur time....vfx is decent....if u have played MK... U'll hate this movie...nothing more than a one time watch.","negative"
4,"Ticking all the wrong boxes, with appalling acting, action and special defects through a disjointed and disconnected story, you will find it challenging to get to the end and wish you hadn't when you do.","negative"
4,"A fairly shallow movie that doesn't require any deep thinking. The action is there, and the nods to MK fanfare are abundant. But it really is not a great movie that won't win any awards. The acting is fairly mediocre apart from Kano who is the best part of the movie. I think MK could have been a lot better had their been more character development.I'd have loved to see why Subzero hates the Hasashi bloodline so much and why he wants to destroy it even after centuries. Why?Why did Scorpion descend into hell? What did he learn there? How did he know to emerge from hell at just that precise moment? No buildup and just happened very suddenly with no explanation.How did the tournaments begin and what is the deal with these other realms fighting in it? It doesn't seem to have any rules because Shang Tsung can just flout the rules and engage earthrealm before it officially begins.Who is Kabal, Millenna, Gora, etc? I get it we know their names... but who are they and how did they end up in Outworld?Who are the elder gods? We know Raiden is one of them (I think...) who controls time and space. If Raiden is so powerful why doesn't he just obliterate Outworld? Why was he so restrained in Mortal Kombat?Anyways I could go on... the action is passable and a very good part of the film.I wish it was deeper but good action.","negative"
1,"Low budget garbage. Terrible CGI. Bad script. As someone who played mortal Kombat on Sega Genesis this was one of the most difficult movies to get through that I've ever seen.","negative"
1,"This makes Indiana Jones look deep, and Harry Potter profound.What was this? Something I can't understand is who is the target of this circus? Because with all the violence it will give your kid nightmares, and if you are over 18 then you must shut your brain down.Was this a 2 hours trailer for a video game?Whoever is responsible for this dumb abomination should be held accountable when a new generation of brainless zombies take over the Earth and destroy every thing that resembles human, normal and sane.","negative"
4,"*Spoilers
The Action was awesome! But the Plot/Storyline was <U+0001F44E>. Felt like I was watching Justice League! Horrible!Nothing made sense everything was everywhere!Goro died so easily like wth!They give us a random Bi Han and Hanzo clan drama without even explaining anything!No to be mean but I hardly understood what Raiden said!Liu Kang was booboo, Sonya attractive but booboo, Jax was ight, Cole wth are you!,
Kung Lao was the only perfect thing to come out this movie! His death was random like REALLY!After all the awesomeness he showed us Shang tsung killed him with ease! Like bruh! I'm so disappointed!I'm not satisfied!I choose the 1995 Mortal Kombat and Actors any day!","negative"
1,"Garbage movie! Acting, directing, cinematography, editing, costumes, dialogue, pacing were so awful. Can't believe people are actually giving it good reviews.","negative"
1,"Seriously, I was expecting too much. I felt like all the characters were nerfed. When Kung Lao died all of them just stared like in a 3rd rate Bollywood movie. Fighting choreography was lacking. Camera positioning and use of slow mo could have been hugely improved. They tried to cash in on blood and gore, but without good fight scenes it felt redundant. Any of the 3 video game cut scene collection would have far more worth of time. Hate to say it, even the MK movie from the 90s was better than this disappointment.All this without even considering the fact that they had butchered the classic trilogy plot. Raiden spoke English like a native while Shang Tsun spoke English pretty fluently which I decided to selectively ignore for the love of franchise.In a sentence, an iconic franchise gone horribly wrong by trying cash in some quick buck riding on the fame.I won't surprise if they even fail to rake in the investment. Oh wait, did they even put in any investment in the first place.Anyway, definitely not worth niether the movie ticket money nor the time.","negative"
4,"I don't know, but it is. Lazy, over complicated, bad writing, lack of depth, cheesy one liners derived from the video game, just... bad. Almost not even enjoyable. If you're looking for any redeemable quality whatsoever, it has good CGI.","negative"
9,"I was worried before turning it on, but it's not bad, and actually pretty good. The film moves quick but was not hard to follow as it met each of it's cues. I'm excited that if we get another one most of the track will be already laid and hopefully it will get a few extra moments in-between Kombat.","positive"
4,"I expected more. Terrible acting. Effects mediocre.I rate 4.","negative"
2,"Was so excited but after watching it, IT is not worth your money and time! Had more fun watching the first MK movie back in the 90s.","negative"
3,"This movie is awful, compared to this the original version of the 90's is like Gone with the Wind. Cheap cgi, cheap cast, the only character that works a little is a funny Kano all the rest is garbage.o.","negative"
1,"I was very excited to watch the movie but was a waste of time.I love MK games but the movie history don't translate that feeling of game, in fact it's weird.Another WB fiasco.","negative"
4,"The long-awaited MK 2021, with a budget of $ 55 million, stages rather an apocalyptic scenario without essence, taste, people. The film essentially has a gear of actors taken as if directly from the benches of the acting school and thrown into the arena of the MK circus, with the exception of Hiroyuki Sanada. This film gives you ""fatality"" due to the lack of crowds, and everything happens predictably at all times, between the same interlocutors, like a chess game with 2 characters (good and bad) and a few pawns, on the board. Visual effects, the only pluses, but too little for 2021. The 1995 film is Rolls Royce next to it.","negative"
1,"Big fan of the first hated the second one i was excited to see this film, too bad loved the first 7 min and the last 7 min don't expect much.","negative"
4,"I'm not gonna read the other reviews here, but wild guess, all the positive ones contain the following phrases:""you just have to turn off your brain!""
""What did you expect? An Oscar winner?""
""It's just a video game movie!""Look, if you found some enjoyment in this movie fine, I have plenty of crappy guilty pleasure movies too (and I really enjoyed the recent Godzilla vs Kong so I'm definitely not above a good mindless slugfest), but let's not pretend this was anything other than bad. It has the very strong stench of being a fan film, but with a slightly higher budget. It really just looks and feels like an enthusiastic amateur effort by cosplayers with some very inconsistent effects thrown on in post.The few halfway decent fight scenes in here weren't worth sitting through the majority of the movie which was just a lot of bad acting, juvenile attempts at being ultra grim dark and edgy yet at the same time shoving cringey out of place game quotes and unfunny comic relief Kano in there, and unreal engine looking particle effects.","negative"
4,"Make no sense, ruined my day, sub zero and scorpion were the only good part of the movie. Absolute cringe everytime they referenced the game.","negative"
6,"Among all the movies that release each year, there are always 3-5 movies that I most look forward to. For 2021, Mortal Kombat is one of those movies. I mostly anticipated how Warner Bros. Was going to bring this universe of characters back to life.This movie was short considering that it is under two hours in length. I believe that it was done to play it safe and jump right to what probably most audiences want to see, the fights. Do not get me wrong, I absolutely appreciate an action-packed sci-fi movie. But I also do desire strong character build. The issue with this movie's length is that it can only allow so much development and growth in the characters. Both sides had at least 6-7 characters to be familiar with, and that is too many characters to connect with in under two hours. Among all the villains in the movie, only two had any type of character development. Sub-Zero had the most development, and he was followed by Kano. From all the champions or defenders of Earth, Cole Young was the only character with focused development.Scorpion too had some character build, but I felt he really deserved a much bigger presence. The movie gave the impression that his character was going to have a similar story presence to the 2020 animated movie Mortal Kombat Legends: Scorpion's Revenge.It is time to move on to the fighting. Each fight was shorter than what I would like to watch, but each fight was mind-blowing in its own way. One thing that Warner Bros. Really nailed right was the character cast and their acting/fighting abilities on the big screen which mirrored the characters in the video games. The one character that most impressed me was Max Huang's Kung Lao. Kung Lao's introduction brought me to the edge of my seat because it was so unexpected. The one fight that I most enjoyed was Scorpion vs. Sub-Zero; I like both characters, but I have always been a fan of Scorpion and his Shirai Ryu ninja clan. The movie was inevitably leading to these two fighting to the death, both fights between the two met all my expectations.If Warner Bros. Continues this story in the future, I hope that it provides more appropriate connection between the characters and the audience. Each current cast member depicted his or her perspective charter exceptionally well, and I would hope to see each return. Moreover, if they do continue this series and introduce Johnny Cage, can you please cast Chris Evans to play him?","negative"
1,"I feel dumber for having watched this movie. Don't make the same mistake.","negative"
1,"This movie very bad
Mortal Kombat game is best fighting game.The fight scenes were great but the actors and effects were very bad
In the film, the game was ridiculed.I want a serial reconstruction.","negative"
3,"I watched this movie with my brother and we were both upset about it. We have both watched the previous movies before and played the games. This movie is edited so weirdly and the story is stupid. Cole is the dumbest character they added on to this movie. Kano is probably the best part. This movie is so dumb when they try to explain the dragon tattoos and how they get their powers from it. The movie had so many bad edits in it that had me shaking my head wondering what the hell was going on. Don't recommend it. Watch Scorpion Revenge or the Original Mortal Kombat Movie if you want a fun experience. Heck just play the video games.","negative"
10,"Honestly gave it a higher rating because I know how people are on here. I'd say it's a solid 6.5/7 out of 10. This movie is meant to set up the actual tournament, serving as a ""pre-tournament"" storyline. The opening sequence was AMAZING, the fighting choreography was epic, the cinematography was gorgeous the sets were good and the pacing was fast but great. The character development was virtually non-existent, but I'm sure they anticipate building some of that up in the next movie(s). The writing could've definitely been better along with some awkward acting scenes, but I didn't expect much in the first place- some of the jokes worked. I hope it does well and we get more MK films.","positive"
1,"The actors should win an award for worst acting for the year. Why are the special effect as bad as 30 years ago? What a waste.","negative"
10,"As a fan of the orginal mortal kombat movies. I really enjoyed this movie. No movies is perfect but I like.the direction this movie is going. And I really hope we get a sequel. I think lu kang deserves more time on screen. And jax was spot on. Kano was hilarious and honestly I had no issues with any characters I'm a bit sad about kabal but he looked stellar I feel like these guys deserve to continue their vision of this story and I can not wait tonsee what comes next. Awesome mov
Ie.Tory.","positive"
10,"One of the best movie my dream come true.The fastest 2 hours in my life i was sad when it finished please do another series.I dont underatand why people put 7 ???Thank you all for this wonderfull movie.","positive"
6,"It's passable for general audience but mortal kombat fan should've gotten more. The cast is a split bag for every good thing about them there's something wrong with them. Firstly Cole while not horrible is still boring and unnecessary many of the scene that could been use for Sonia, Kano and others are being spent on him and his family with a really stupid justification for his importance. He's a failed MMA fighter but he's has to find his inner power to success in the tournament. They really try to make care about him the whole film but you just don't. Every fan will say the same thing that he's pointless. The characters in this franchise there's no reason for you to make one up at all. It's quite obvious that Cole is taken Johnny Cages Place from the fact that he's the one who fights Goro. Which is unacceptable for the character who's suppose to be the introduction to this world for the audience Johnny cage is the most suitable for that task this movie did not need cole. The only one more pointless then Cole is Raiden who doesn't do a damn thing in this movie. This is the god of thunder & the protector of earthrealm but he doesn't do anything of motivation the fighters. You even wish for him to say I must consult the elder gods but doesn't do that. Lui Kang and Kung Lao aren't introduced for about 40 minutes. Lui Kang is shafted as the chosen one in favor of Cole. He gives speeches of wisdom basically taken raiden job but he's not that shaolin master with that Bruce lee mentality from the games. Kung Lao, who usually overlooked by Lui Kang actually gets more respect in this movie overshadowing him which is a nice Change of pace for him. Kano's great the comic relief he's crude and vulgar hands the best portrayed in the movie. Though I wish that he had his cybernetics that's his thing. Sonia starts off as good but is absent from the fighting most of the film they add this ridiculous rule that only one's with with the dragon mark can fight in mortal kombat they bring it up multiple times and comes off rather disrespectful to her character. She also explains to Cole want mortal kombat is as if she and Jax would know that before meeting raiden. Both her and Jax you don't really know anything about them.similar to Mortal kombat: Scorpions revenges they just expected you to know these people. Lastly the opening with Scorpion and subzero if your looking forward to a whole movie of them your going to be disappointed it's not the tone for the whole movie. The fighting scenes are great their nicely choreograph and of course the gore is a beauty.however the duels between the come back that's all seem rather rushed and pushed more towards the end and when they start there over rather quick. They should've space the Fight out more and had more action. The music good and the effects are good especially on Subzero. This film takes a ton of liberties not saying that they had to rehash the same plot of mk1 with the island tournament but this world is not developed. There is no rule interference of the mortal kombat. You don't know anything about the other realms or the elder gods. Mileena is just there with no Mention of Kitana its out of place. While you see images of Shao khan in the film he's not even mentioned by name! You don't see any location of outworld but derserted landscape. They don't really say who Shang Tsung is he's really generic. You don't really see him as a threat at all. The shaolin temple's a ruin with no culture to it doesn't feel like a place where white lotus Shaolin monks are born. The movies a fun take of franchise while not great it does have something to offer and how this movie ends we most likely will be getting a sequel. If It wasn't for Kano the movie would've been worst.","negative"
6,"Keep the first 15 mins and the last 10 mins and literally throw all the rest away.I feel as if this movie was directed vy two people , hence the massive curve in quality between start , mid and end.Giving such a highly anticipated title to a first time director and writer shows right through the movie .As far as acting goes , apart from the excellent scorpion and subzero as well as Jax and mileena , everyone else does not know how to act at the level this movie needs to be.Very dissapointing in general .... a missed oppourtunity .","negative"
3,"Not bad for a fan made movie. Plot predictable , seems like you have seen it before, ok basic cgi graphics.","negative"
10,"This is perfect movies. Special effect. It is good movies.","positive"
2,"Okay, the new Mortal Kombat movie is a MEGA HUGE letdown. If I had to rate it, I would rate it 2 stars out of 10 - its that bad. 1 star for the back-story for Sub-Zero and Scorpion, and 1 for the graphics. Other than that, EVERYTHING sucked, even the characters (that aren't Sub-Zero and Scorpion) - and those two aren't my favorite character(s) from the original. Don't waste your 2 hours.","negative"
3,"Nothing campy or fun just spiteful and awkward interactions. No coherent story, character arcs or continuity towards original material. No distinctive sets or character design. I couldn´t draw one silluette or set outline from memory. Adding their own plain and unrelatable main character while others are missing. Uncomfortable undertones of ""white"" man bad. I guess that´s what happens when you are too busy checking boxes from some data sheet to actually tell a compelling story. CGI team did a good job. Glad I didn´t pay anything. Sad to see it.","negative"
4,"Let's face it, this movie sucks. There is no tournament style setting. Boring pointless main character who isn't even in the games. Scorpion and Sub Zero costume design was bad. Acting was terrible. Even the cgi was bad. All in all this movie fell short in every aspect. The only redeeming quality was that some, not much but some, of the fight choreography was decent (first scene)","negative"
4,"Mortal Kombat 2021 is disappointing. It is clear the director didn't have a passion for the source material. The film does have great special effects, however the plot of the film and overall pacing is unforgivable. The fights scenes did introduce some new elements but are rushed with no suspense or real consequence. The movie finishes abruptly to setup a sequel but in the end it is just a kick in the face to fans of the MK mythology.","negative"
3,"To be honest
first 7 minutes seems shot by somebody elsethe rest very poorly made,+ opening is amazing
+great subzero and kano
+brutal fatalities-bad pacing and editing
-bad acting
-main character sux
-music choise and the new remix theme are worst ever.","negative"
2,"One hour of watching and I was slumped twice. Just super boring.","negative"
4,"The story of this movie is always rushed in an insane way, focusing way too much on fights rather than the story.Characters are on average... but it is a cheesy movie...I feel they they will never get this movie right.","negative"
4,"People giving this movie a 6+ needs to surely either evaluate their tastes or look deep within themselves to understand what they like in movies. Mortal Kombat Annihilation from 1997 was as cheesy as they come and I can swallow and appreciate the tropes that that movie made compared to the tropes of this one. The post covid sets with the inclusive cast mixed with the marvel universe non-serious humor really left a bad taste in my mouth.The biggest problem with this movie is the fact that they had to find their ""Arcana"" which is some fantasy power move like a Marvel superhero similar to Animality from the 97' MK movie. This movie was a mess with the very small portion of cool video game reference scenery that would make people cheer.Funniest plot idea to me was that they DIDN'T EVEN HAVE THE TOURNAMENT. Yes, you heard me. They never got to the tournament, its only fighting the ""bad guy"" before the tournament (Which is against the rules) and Rayden choosing to let it happen because of the Elder gods rules. Which ultimately leads to Kung Lao's death (again). Then when Rayden is asked why did he let it happen, he said because he cannot help all souls of Earthrealm. Yet, he is willing to let, ya know, one of his prized fighters on earthrealm die to someone who is killing him outside the rules of the tournament.... Nice.Overall just bad movie. I don't care about the video game accuracy or the cheesy one liners or the bad CGI at certain parts. But this was just a poor movie in almost every aspect and it took energy out of me to watch the rest. This is a fan theory Mortal Kombat with failed college projects vibes to the editing and directing.","negative"
10,"This is easily the best Mortal Kombat movie ever! It has great action obviously, fantastic characters/costumes, jaw dropping fatalities, and really funny dialogue as well. It is a kick ass time at the movies and is better than the 1995 version in every way except Shang Tsung, and he was still really good in this new movie. I have already seen it four times. Everyone go watch it!P.s. - If you like the lore and characters in this film check out the animated movie Mortal Kombat Legends: Scorpion's Revenge.","positive"
10,"Great movie, definitely lived up to its reputation. The action, fight scenes and story line was 10/10. I don't think Cole is going to be a big character in the franchise, so I think the sequel should have less attention on Cole and focus on what the audience wants and that's their mortal kombat characters come to life on the big screen. Otherwise the movie was great and I enjoyed every second of it. The Tournament is about to begin. Well done to all the people who made this movie and well done to all the actors for their brilliance on the big screen.","positive"
10,"You can see different combat styles of game in this movie .....that too awesome and wow movement and characters is also soo cool.....story is also good....10/10 movie for me.","positive"
5,"This movie is less then average. Fight scenes were good? Are you kidding me? Watch Boyka... The movie is predictable and nothing new. The rating of 5 must suffice, and also only for the past admiration of MK... It is a one view movie. The acting after Sanada is also less then average... The CGI is nice, but does not make a good movie...","negative"
3,"Looks like you have some budget for some cool fighting scenes. How about next time use it to hire a few people who can actually act, and a writer who can actually write a decent plot and conservations.","negative"
10,"I will be short. You should understand how hard to make movies based on such a legendary universe (expectation is too high!), with a lot of characters that need screen time, and with limited budget, PLUS in a pandemic situation, - the director made a great job.This is the best adaptation of such a legendary title.","positive"
10,"I'm not an action movie kinda girl, but I've always been a mortal kombat fan! This movie brought my entire childhood to life. My favorite character was definitely sub zero! I wish they would have had quan chi or shinok instead of tsang Tsung. Kano was kinda annoying. But the gore and the fatalities are beyond perfect. LOVED it.","positive"
